object_id,source_row,cluster,profile_label,G1,G2,absences,studytime,failures,G3_post_hoc,attendance_based_support_need,emerging_performance_support_need,compounded_academic_support_need,maximum,union
POR-0018,17,0,stronger_academic_profile,13,14,2,2,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0019,18,1,higher_academic_support_need_profile,8,8,2,1,3,7.0,0.0,0.0,0.9,0.9,0.9
POR-0020,19,1,higher_academic_support_need_profile,12,12,6,1,0,12.0,0.3,0.0,0.0,0.3,0.3
POR-0021,20,0,stronger_academic_profile,12,13,0,2,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0022,21,1,higher_academic_support_need_profile,11,12,0,1,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0023,22,0,stronger_academic_profile,12,13,0,2,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0024,23,1,higher_academic_support_need_profile,10,10,2,2,0,10.0,0.0,0.2166666666666667,0.26775,0.26775,0.4264041666666667
POR-0025,24,0,stronger_academic_profile,10,11,2,3,0,10.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0026,25,1,higher_academic_support_need_profile,10,11,6,1,0,12.0,0.2,0.21666666666666667,0.2295,0.2295,0.5171533333333334
POR-0027,26,1,higher_academic_support_need_profile,11,12,8,1,0,12.0,0.4,0.0,0.0,0.4,0.4
POR-0028,27,1,higher_academic_support_need_profile,11,11,0,1,0,11.0,0.0,0.21666666666666667,0.2295,0.2295,0.3964416666666667
POR-0029,28,0,stronger_academic_profile,12,12,2,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0030,29,0,stronger_academic_profile,12,11,4,2,0,12.0,0.15,0.21666666666666667,0.0,0.21666666666666667,0.3341666666666667
POR-0031,30,1,higher_academic_support_need_profile,10,11,0,2,0,11.0,0.0,0.21666666666666667,0.2295,0.2295,0.3964416666666667
POR-0032,31,0,stronger_academic_profile,15,15,2,2,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0033,32,0,stronger_academic_profile,13,14,0,2,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0034,33,0,stronger_academic_profile,13,12,0,2,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0035,34,1,higher_academic_support_need_profile,12,12,4,1,0,12.0,0.15,0.0,0.0,0.15,0.15
POR-0036,35,1,higher_academic_support_need_profile,11,11,4,1,0,11.0,0.15,0.21666666666666667,0.2295,0.2295,0.48697541666666677
POR-0037,36,0,stronger_academic_profile,14,14,0,3,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0038,37,0,stronger_academic_profile,13,13,4,3,0,13.0,0.15,0.0,0.0,0.15,0.15
POR-0039,38,0,stronger_academic_profile,11,12,2,3,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0040,39,0,stronger_academic_profile,14,13,8,1,0,12.0,0.44999999999999996,0.0,0.0,0.44999999999999996,0.44999999999999996
POR-0041,40,1,higher_academic_support_need_profile,11,11,16,2,0,10.0,0.4,0.21666666666666667,0.2295,0.4,0.637865
POR-0042,41,1,higher_academic_support_need_profile,10,11,8,1,0,11.0,0.2,0.21666666666666667,0.2295,0.2295,0.5171533333333334
POR-0043,42,0,stronger_academic_profile,14,15,0,2,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0044,43,1,higher_academic_support_need_profile,9,10,0,1,0,10.0,0.0,0.0,0.459,0.459,0.459
POR-0045,44,1,higher_academic_support_need_profile,10,11,14,2,1,11.0,0.2,0.21666666666666667,0.3,0.3,0.5613333333333334
POR-0046,45,1,higher_academic_support_need_profile,10,11,4,2,0,11.0,0.15,0.21666666666666667,0.2295,0.2295,0.48697541666666677
POR-0047,46,0,stronger_academic_profile,13,12,6,2,0,13.0,0.3,0.0,0.0,0.3,0.3
POR-0048,47,0,stronger_academic_profile,17,17,2,4,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0049,48,0,stronger_academic_profile,11,12,4,2,0,13.0,0.15,0.0,0.0,0.15,0.15
POR-0050,49,0,stronger_academic_profile,13,12,2,2,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0051,50,0,stronger_academic_profile,14,13,0,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0052,51,0,stronger_academic_profile,16,14,0,2,0,16.0,0.0,0.0,0.0,0.0,0.0
POR-0053,52,1,higher_academic_support_need_profile,10,9,4,1,0,9.0,0.0,0.2166666666666667,0.459,0.459,0.5762166666666667
POR-0054,53,0,stronger_academic_profile,13,12,0,1,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0055,54,0,stronger_academic_profile,13,12,0,1,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0056,55,0,stronger_academic_profile,12,13,2,2,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0057,56,0,stronger_academic_profile,15,14,0,2,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0058,57,0,stronger_academic_profile,15,15,8,2,0,16.0,0.44999999999999996,0.0,0.0,0.44999999999999996,0.44999999999999996
POR-0059,58,0,stronger_academic_profile,14,13,0,2,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0060,59,0,stronger_academic_profile,16,15,2,2,0,16.0,0.0,0.0,0.0,0.0,0.0
POR-0061,60,0,stronger_academic_profile,17,16,0,2,0,16.0,0.0,0.0,0.0,0.0,0.0
POR-0062,61,1,higher_academic_support_need_profile,10,10,0,1,0,16.0,0.0,0.2166666666666667,0.459,0.459,0.5762166666666667
POR-0063,62,0,stronger_academic_profile,13,13,0,2,0,10.0,0.0,0.0,0.0,0.0,0.0
POR-0064,63,0,stronger_academic_profile,14,13,0,3,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0065,64,0,stronger_academic_profile,13,12,0,2,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0066,65,0,stronger_academic_profile,16,15,2,2,0,16.0,0.0,0.0,0.0,0.0,0.0
POR-0067,66,0,stronger_academic_profile,11,12,0,4,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0068,67,0,stronger_academic_profile,10,9,0,4,0,10.0,0.0,0.2166666666666667,0.0,0.2166666666666667,0.2166666666666667
POR-0069,68,1,higher_academic_support_need_profile,11,10,0,2,0,11.0,0.0,0.43333333333333335,0.2295,0.43333333333333335,0.5633833333333333
POR-0070,69,0,stronger_academic_profile,15,15,6,4,0,15.0,0.3,0.0,0.0,0.3,0.3
POR-0071,70,0,stronger_academic_profile,13,11,2,4,0,11.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0072,71,0,stronger_academic_profile,11,9,0,4,0,10.0,0.0,0.4333333333333334,0.0,0.4333333333333334,0.4333333333333334
POR-0073,72,0,stronger_academic_profile,13,11,2,2,0,11.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0074,73,0,stronger_academic_profile,13,13,0,1,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0075,74,1,higher_academic_support_need_profile,11,11,4,2,0,11.0,0.15,0.21666666666666667,0.2295,0.2295,0.48697541666666677
POR-0076,75,0,stronger_academic_profile,11,11,0,2,0,11.0,0.0,0.21666666666666667,0.2295,0.2295,0.3964416666666667
POR-0077,76,0,stronger_academic_profile,12,11,0,4,0,11.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0078,77,0,stronger_academic_profile,13,13,1,4,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0079,78,1,higher_academic_support_need_profile,9,9,0,1,3,10.0,0.0,0.0,0.9,0.9,0.9
POR-0080,79,1,higher_academic_support_need_profile,12,11,14,2,0,11.0,0.4,0.21666666666666667,0.0,0.4,0.53
POR-0081,80,1,higher_academic_support_need_profile,11,11,0,1,0,12.0,0.0,0.21666666666666667,0.2295,0.2295,0.3964416666666667
POR-0082,81,1,higher_academic_support_need_profile,10,9,2,3,0,9.0,0.0,0.2166666666666667,0.0,0.2166666666666667,0.2166666666666667
POR-0083,82,0,stronger_academic_profile,12,11,4,2,0,11.0,0.15,0.21666666666666667,0.0,0.21666666666666667,0.3341666666666667
POR-0084,83,0,stronger_academic_profile,13,12,2,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0085,84,0,stronger_academic_profile,13,12,2,2,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0086,85,0,stronger_academic_profile,12,11,4,2,0,12.0,0.15,0.21666666666666667,0.0,0.21666666666666667,0.3341666666666667
POR-0087,86,0,stronger_academic_profile,13,11,6,2,0,11.0,0.3,0.21666666666666667,0.0,0.3,0.4516666666666666
POR-0088,87,0,stronger_academic_profile,15,15,4,3,0,15.0,0.15,0.0,0.0,0.15,0.15
POR-0089,88,1,higher_academic_support_need_profile,12,10,6,2,0,11.0,0.2,0.43333333333333335,0.0,0.43333333333333335,0.5466666666666666
POR-0090,89,1,higher_academic_support_need_profile,9,9,6,2,0,10.0,0.0,0.0,0.26775,0.26775,0.26775
POR-0091,90,0,stronger_academic_profile,9,11,2,3,0,11.0,0.0,0.0,0.0,0.0,0.0
POR-0092,91,0,stronger_academic_profile,14,13,6,1,0,13.0,0.3,0.0,0.0,0.3,0.3
POR-0093,92,0,stronger_academic_profile,12,13,0,2,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0094,93,0,stronger_academic_profile,13,14,2,2,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0095,94,0,stronger_academic_profile,11,12,2,4,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0096,95,0,stronger_academic_profile,13,13,4,4,0,13.0,0.15,0.0,0.0,0.15,0.15
POR-0097,96,1,higher_academic_support_need_profile,9,11,6,1,0,11.0,0.0,0.0,0.2295,0.2295,0.2295
POR-0098,97,0,stronger_academic_profile,13,12,0,2,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0099,98,0,stronger_academic_profile,12,13,4,1,0,13.0,0.15,0.0,0.0,0.15,0.15
POR-0100,99,0,stronger_academic_profile,12,13,2,3,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0101,100,1,higher_academic_support_need_profile,9,9,12,1,0,8.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0102,101,0,stronger_academic_profile,16,16,0,3,0,16.0,0.0,0.0,0.0,0.0,0.0
POR-0103,102,0,stronger_academic_profile,12,13,2,1,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0104,103,1,higher_academic_support_need_profile,11,10,16,2,0,10.0,0.2,0.43333333333333335,0.2295,0.43333333333333335,0.6507066666666667
POR-0105,104,0,stronger_academic_profile,16,16,0,2,0,16.0,0.0,0.0,0.0,0.0,0.0
POR-0106,105,0,stronger_academic_profile,10,10,10,4,0,10.0,0.2,0.2166666666666667,0.459,0.459,0.6609733333333333
POR-0107,106,0,stronger_academic_profile,10,10,4,4,0,10.0,0.15,0.2166666666666667,0.133875,0.2166666666666667,0.42330510416666667
POR-0108,107,0,stronger_academic_profile,13,14,4,3,0,14.0,0.15,0.0,0.0,0.15,0.15
POR-0109,108,0,stronger_academic_profile,12,10,8,4,0,11.0,0.2,0.43333333333333335,0.0,0.43333333333333335,0.5466666666666666
POR-0110,109,0,stronger_academic_profile,15,15,2,3,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0111,110,0,stronger_academic_profile,13,14,4,1,0,14.0,0.15,0.0,0.0,0.15,0.15
POR-0112,111,0,stronger_academic_profile,11,11,4,3,0,11.0,0.15,0.21666666666666667,0.133875,0.21666666666666667,0.42330510416666667
POR-0113,112,1,higher_academic_support_need_profile,8,10,12,2,1,10.0,0.0,0.0,0.459,0.459,0.459
POR-0114,113,0,stronger_academic_profile,18,17,10,1,0,18.0,0.6,0.0,0.0,0.6,0.6
POR-0115,114,1,higher_academic_support_need_profile,10,9,4,2,0,10.0,0.0,0.2166666666666667,0.26775,0.26775,0.4264041666666667
POR-0116,115,0,stronger_academic_profile,16,14,6,2,0,14.0,0.3,0.0,0.0,0.3,0.3
POR-0117,116,0,stronger_academic_profile,16,15,4,2,0,16.0,0.15,0.0,0.0,0.15,0.15
POR-0118,117,0,stronger_academic_profile,14,14,6,1,0,15.0,0.3,0.0,0.0,0.3,0.3
POR-0119,118,1,higher_academic_support_need_profile,12,11,14,2,1,11.0,0.4,0.21666666666666667,0.3,0.4,0.671
POR-0120,119,0,stronger_academic_profile,14,13,2,1,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0121,120,0,stronger_academic_profile,14,14,0,2,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0122,121,0,stronger_academic_profile,14,13,6,4,0,13.0,0.3,0.0,0.0,0.3,0.3
POR-0123,122,0,stronger_academic_profile,14,12,2,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0124,123,0,stronger_academic_profile,12,13,4,1,0,13.0,0.15,0.0,0.0,0.15,0.15
POR-0125,124,0,stronger_academic_profile,12,11,0,2,0,11.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0126,125,1,higher_academic_support_need_profile,9,9,2,1,0,9.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0127,126,1,higher_academic_support_need_profile,10,11,0,2,0,11.0,0.0,0.21666666666666667,0.2295,0.2295,0.3964416666666667
POR-0128,127,1,higher_academic_support_need_profile,9,10,0,2,2,11.0,0.0,0.0,0.459,0.459,0.459
POR-0129,128,0,stronger_academic_profile,14,14,8,1,0,15.0,0.44999999999999996,0.0,0.0,0.44999999999999996,0.44999999999999996
POR-0130,129,0,stronger_academic_profile,13,12,4,3,0,13.0,0.15,0.0,0.0,0.15,0.15
POR-0131,130,0,stronger_academic_profile,10,11,0,3,0,12.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0132,131,1,higher_academic_support_need_profile,10,9,10,2,3,8.0,0.0,0.2166666666666667,0.459,0.459,0.5762166666666667
POR-0133,132,1,higher_academic_support_need_profile,11,10,8,1,0,11.0,0.2,0.43333333333333335,0.2295,0.43333333333333335,0.6507066666666667
POR-0134,133,1,higher_academic_support_need_profile,11,12,6,1,0,13.0,0.3,0.0,0.0,0.3,0.3
POR-0135,134,0,stronger_academic_profile,13,12,2,1,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0136,135,0,stronger_academic_profile,15,13,12,1,0,14.0,0.6,0.0,0.0,0.6,0.6
POR-0137,136,1,higher_academic_support_need_profile,9,9,4,1,0,11.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0138,137,1,higher_academic_support_need_profile,13,11,12,1,1,11.0,0.4,0.21666666666666667,0.3,0.4,0.671
POR-0139,138,0,stronger_academic_profile,12,11,2,2,0,11.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0140,139,0,stronger_academic_profile,13,14,4,3,0,15.0,0.15,0.0,0.0,0.15,0.15
POR-0141,140,1,higher_academic_support_need_profile,10,9,2,2,0,10.0,0.0,0.2166666666666667,0.26775,0.26775,0.4264041666666667
POR-0142,141,0,stronger_academic_profile,14,13,0,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0143,142,1,higher_academic_support_need_profile,11,11,2,1,0,12.0,0.0,0.21666666666666667,0.2295,0.2295,0.3964416666666667
POR-0144,143,0,stronger_academic_profile,12,11,10,3,0,11.0,0.4,0.21666666666666667,0.0,0.4,0.53
POR-0145,144,1,higher_academic_support_need_profile,12,11,8,1,0,11.0,0.4,0.21666666666666667,0.0,0.4,0.53
POR-0146,145,1,higher_academic_support_need_profile,9,9,4,1,0,10.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0147,146,1,higher_academic_support_need_profile,10,10,0,2,2,10.0,0.0,0.2166666666666667,0.459,0.459,0.5762166666666667
POR-0148,147,0,stronger_academic_profile,13,14,6,1,0,14.0,0.3,0.0,0.0,0.3,0.3
POR-0149,148,1,higher_academic_support_need_profile,8,9,2,1,1,9.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0150,149,0,stronger_academic_profile,9,11,6,4,0,11.0,0.0,0.0,0.2295,0.2295,0.2295
POR-0151,150,1,higher_academic_support_need_profile,9,8,24,2,0,9.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0152,151,0,stronger_academic_profile,15,13,0,3,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0153,152,1,higher_academic_support_need_profile,12,11,4,1,0,11.0,0.15,0.21666666666666667,0.0,0.21666666666666667,0.3341666666666667
POR-0154,153,0,stronger_academic_profile,13,13,2,3,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0155,154,1,higher_academic_support_need_profile,10,11,4,1,0,11.0,0.15,0.21666666666666667,0.2295,0.2295,0.48697541666666677
POR-0156,155,1,higher_academic_support_need_profile,9,7,22,1,0,6.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0157,156,0,stronger_academic_profile,12,12,0,2,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0158,157,1,higher_academic_support_need_profile,11,10,0,1,0,10.0,0.0,0.43333333333333335,0.2295,0.43333333333333335,0.5633833333333333
POR-0159,158,1,higher_academic_support_need_profile,11,11,2,2,1,11.0,0.0,0.21666666666666667,0.3,0.3,0.4516666666666666
POR-0160,159,0,stronger_academic_profile,13,12,6,2,0,13.0,0.3,0.0,0.0,0.3,0.3
POR-0161,160,1,higher_academic_support_need_profile,11,11,6,2,0,11.0,0.3,0.21666666666666667,0.2295,0.3,0.5775091666666666
POR-0162,161,1,higher_academic_support_need_profile,9,9,16,1,0,8.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0163,162,1,higher_academic_support_need_profile,12,11,0,1,0,11.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0164,163,1,higher_academic_support_need_profile,11,9,0,1,2,0.0,0.0,0.4333333333333334,0.6,0.6,0.7733333333333334
POR-0165,164,1,higher_academic_support_need_profile,9,10,6,1,1,10.0,0.0,0.0,0.459,0.459,0.459
POR-0166,165,0,stronger_academic_profile,13,13,2,3,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0167,166,1,higher_academic_support_need_profile,11,9,6,1,0,11.0,0.0,0.4333333333333334,0.2295,0.4333333333333334,0.5633833333333333
POR-0168,167,0,stronger_academic_profile,13,13,0,1,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0169,168,1,higher_academic_support_need_profile,7,8,0,2,0,8.0,0.0,0.0,0.26775,0.26775,0.26775
POR-0170,169,1,higher_academic_support_need_profile,9,8,14,1,3,10.0,0.0,0.0,0.9,0.9,0.9
POR-0171,170,1,higher_academic_support_need_profile,11,10,6,1,3,11.0,0.2,0.43333333333333335,0.9,0.9,0.9546666666666668
POR-0172,171,1,higher_academic_support_need_profile,12,10,4,1,0,11.0,0.15,0.43333333333333335,0.0,0.43333333333333335,0.5183333333333333
POR-0173,172,1,higher_academic_support_need_profile,10,10,0,2,1,1.0,0.0,0.2166666666666667,0.3,0.3,0.4516666666666667
POR-0174,173,1,higher_academic_support_need_profile,9,8,0,1,2,10.0,0.0,0.0,0.6,0.6,0.6
POR-0175,174,1,higher_academic_support_need_profile,8,8,8,1,1,9.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0176,175,1,higher_academic_support_need_profile,7,6,4,2,2,8.0,0.0,0.0,0.51,0.51,0.51
POR-0177,176,1,higher_academic_support_need_profile,8,9,2,1,0,10.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0178,177,1,higher_academic_support_need_profile,9,8,2,1,1,8.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0179,178,1,higher_academic_support_need_profile,8,8,0,2,0,8.0,0.0,0.0,0.26775,0.26775,0.26775
POR-0180,179,1,higher_academic_support_need_profile,8,7,10,1,3,8.0,0.0,0.0,0.9,0.9,0.9
POR-0181,180,1,higher_academic_support_need_profile,9,10,0,2,0,11.0,0.0,0.0,0.26775,0.26775,0.26775
POR-0182,181,0,stronger_academic_profile,17,17,0,2,0,18.0,0.0,0.0,0.0,0.0,0.0
POR-0183,182,0,stronger_academic_profile,12,12,0,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0184,183,0,stronger_academic_profile,16,16,0,2,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0185,184,1,higher_academic_support_need_profile,9,9,4,1,1,10.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0186,185,0,stronger_academic_profile,16,17,0,2,0,18.0,0.0,0.0,0.0,0.0,0.0
POR-0187,186,1,higher_academic_support_need_profile,11,9,0,2,0,10.0,0.0,0.4333333333333334,0.2295,0.4333333333333334,0.5633833333333333
POR-0188,187,0,stronger_academic_profile,14,13,0,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0189,188,0,stronger_academic_profile,14,14,0,2,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0190,189,1,higher_academic_support_need_profile,10,11,0,2,0,11.0,0.0,0.21666666666666667,0.2295,0.2295,0.3964416666666667
POR-0191,190,0,stronger_academic_profile,13,12,0,2,0,14.0,0.0,0.0,0.0,0.0,0.0
POR-0192,191,1,higher_academic_support_need_profile,11,9,4,2,0,10.0,0.0,0.4333333333333334,0.2295,0.4333333333333334,0.5633833333333333
POR-0193,192,1,higher_academic_support_need_profile,10,9,8,1,0,11.0,0.0,0.2166666666666667,0.459,0.459,0.5762166666666667
POR-0194,193,1,higher_academic_support_need_profile,11,11,4,2,0,13.0,0.15,0.21666666666666667,0.2295,0.2295,0.48697541666666677
POR-0195,194,1,higher_academic_support_need_profile,11,10,4,2,0,11.0,0.15,0.43333333333333335,0.2295,0.43333333333333335,0.6288758333333333
POR-0196,195,0,stronger_academic_profile,11,12,0,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0197,196,0,stronger_academic_profile,17,18,0,2,0,17.0,0.0,0.0,0.0,0.0,0.0
POR-0198,197,1,higher_academic_support_need_profile,14,13,32,2,0,14.0,0.6,0.0,0.0,0.6,0.6
POR-0199,198,0,stronger_academic_profile,14,15,8,2,0,16.0,0.44999999999999996,0.0,0.0,0.44999999999999996,0.44999999999999996
POR-0200,199,0,stronger_academic_profile,11,13,6,2,0,14.0,0.3,0.0,0.0,0.3,0.3
POR-0201,200,1,higher_academic_support_need_profile,10,9,0,1,0,11.0,0.0,0.2166666666666667,0.459,0.459,0.5762166666666667
POR-0202,201,0,stronger_academic_profile,13,14,0,2,0,16.0,0.0,0.0,0.0,0.0,0.0
POR-0203,202,0,stronger_academic_profile,12,13,10,2,0,14.0,0.6,0.0,0.0,0.6,0.6
POR-0204,203,1,higher_academic_support_need_profile,9,9,6,2,0,10.0,0.0,0.0,0.26775,0.26775,0.26775
POR-0205,204,0,stronger_academic_profile,12,12,6,2,0,13.0,0.3,0.0,0.0,0.3,0.3
POR-0206,205,0,stronger_academic_profile,12,11,0,2,0,12.0,0.0,0.21666666666666667,0.0,0.21666666666666667,0.21666666666666667
POR-0207,206,1,higher_academic_support_need_profile,10,11,16,2,0,12.0,0.2,0.21666666666666667,0.2295,0.2295,0.5171533333333334
POR-0208,207,1,higher_academic_support_need_profile,11,10,0,1,0,10.0,0.0,0.43333333333333335,0.2295,0.43333333333333335,0.5633833333333333
POR-0209,208,0,stronger_academic_profile,13,12,0,1,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0210,209,0,stronger_academic_profile,14,15,8,2,0,16.0,0.44999999999999996,0.0,0.0,0.44999999999999996,0.44999999999999996
POR-0211,210,0,stronger_academic_profile,13,13,4,1,0,14.0,0.15,0.0,0.0,0.15,0.15
POR-0212,211,1,higher_academic_support_need_profile,10,11,16,1,0,12.0,0.2,0.21666666666666667,0.2295,0.2295,0.5171533333333334
POR-0213,212,1,higher_academic_support_need_profile,14,15,30,1,1,16.0,0.6,0.0,0.3,0.6,0.72
POR-0214,213,1,higher_academic_support_need_profile,11,10,0,2,0,11.0,0.0,0.43333333333333335,0.2295,0.43333333333333335,0.5633833333333333
POR-0215,214,0,stronger_academic_profile,14,14,2,2,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0216,215,0,stronger_academic_profile,11,12,4,2,0,12.0,0.15,0.0,0.0,0.15,0.15
POR-0217,216,0,stronger_academic_profile,14,15,0,2,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0218,217,1,higher_academic_support_need_profile,13,13,21,1,0,13.0,0.6,0.0,0.0,0.6,0.6
POR-0219,218,0,stronger_academic_profile,13,13,6,4,0,13.0,0.3,0.0,0.0,0.3,0.3
POR-0220,219,1,higher_academic_support_need_profile,8,9,14,3,1,8.0,0.0,0.0,0.5355,0.5355,0.5355
POR-0221,220,0,stronger_academic_profile,11,11,2,2,0,12.0,0.0,0.21666666666666667,0.2295,0.2295,0.3964416666666667
POR-0222,221,0,stronger_academic_profile,14,15,4,2,0,15.0,0.15,0.0,0.0,0.15,0.15
POR-0223,222,0,stronger_academic_profile,12,13,2,1,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0224,223,0,stronger_academic_profile,11,12,0,3,0,12.0,0.0,0.0,0.0,0.0,0.0
POR-0225,224,0,stronger_academic_profile,12,12,4,4,0,12.0,0.15,0.0,0.0,0.15,0.15
POR-0226,225,0,stronger_academic_profile,13,12,15,2,0,12.0,0.6,0.0,0.0,0.6,0.6
POR-0227,226,0,stronger_academic_profile,13,13,0,2,0,13.0,0.0,0.0,0.0,0.0,0.0
POR-0228,227,1,higher_academic_support_need_profile,12,11,10,2,0,11.0,0.4,0.21666666666666667,0.0,0.4,0.53
POR-0229,228,1,higher_academic_support_need_profile,12,11,6,1,0,11.0,0.3,0.21666666666666667,0.0,0.3,0.4516666666666666
POR-0230,229,0,stronger_academic_profile,14,16,2,2,0,15.0,0.0,0.0,0.0,0.0,0.0
POR-0231,230,1,higher_academic_support_need_profile,11,9,16,2,0,10.0,0.0,0.4333333333333334,0.2295,0.4333333333333334,0.5633833333333333
