source_row,G3,cluster,profile_label
336,16,0,stronger_academic_profile
337,18,0,stronger_academic_profile
338,19,0,stronger_academic_profile
339,15,0,stronger_academic_profile
340,15,0,stronger_academic_profile
341,13,0,stronger_academic_profile
342,14,0,stronger_academic_profile
343,17,0,stronger_academic_profile
344,17,0,stronger_academic_profile
345,15,0,stronger_academic_profile
346,13,0,stronger_academic_profile
347,8,1,higher_academic_support_need_profile
348,16,0,stronger_academic_profile
349,18,0,stronger_academic_profile
350,11,1,higher_academic_support_need_profile
351,15,0,stronger_academic_profile
352,11,1,higher_academic_support_need_profile
353,11,1,higher_academic_support_need_profile
354,15,0,stronger_academic_profile
355,14,0,stronger_academic_profile
356,17,0,stronger_academic_profile
357,17,0,stronger_academic_profile
358,15,1,higher_academic_support_need_profile
359,17,0,stronger_academic_profile
360,14,1,higher_academic_support_need_profile
361,10,1,higher_academic_support_need_profile
362,13,0,stronger_academic_profile
363,14,1,higher_academic_support_need_profile
364,17,0,stronger_academic_profile
365,17,0,stronger_academic_profile
366,13,0,stronger_academic_profile
367,14,0,stronger_academic_profile
368,11,1,higher_academic_support_need_profile
369,11,1,higher_academic_support_need_profile
370,9,1,higher_academic_support_need_profile
371,10,1,higher_academic_support_need_profile
372,13,0,stronger_academic_profile
373,10,0,stronger_academic_profile
374,17,0,stronger_academic_profile
375,15,0,stronger_academic_profile
376,14,0,stronger_academic_profile
377,13,0,stronger_academic_profile
378,17,0,stronger_academic_profile
379,10,1,higher_academic_support_need_profile
380,13,0,stronger_academic_profile
381,15,0,stronger_academic_profile
382,11,1,higher_academic_support_need_profile
383,12,0,stronger_academic_profile
384,10,1,higher_academic_support_need_profile
385,10,1,higher_academic_support_need_profile
386,15,0,stronger_academic_profile
387,15,0,stronger_academic_profile
388,12,1,higher_academic_support_need_profile
389,12,1,higher_academic_support_need_profile
390,14,0,stronger_academic_profile
391,14,0,stronger_academic_profile
392,15,0,stronger_academic_profile
393,15,0,stronger_academic_profile
394,16,0,stronger_academic_profile
395,13,0,stronger_academic_profile
396,17,0,stronger_academic_profile
397,14,1,higher_academic_support_need_profile
398,14,0,stronger_academic_profile
399,17,0,stronger_academic_profile
400,17,0,stronger_academic_profile
401,14,0,stronger_academic_profile
402,13,0,stronger_academic_profile
403,15,0,stronger_academic_profile
404,16,0,stronger_academic_profile
405,11,1,higher_academic_support_need_profile
406,13,1,higher_academic_support_need_profile
407,12,1,higher_academic_support_need_profile
408,12,1,higher_academic_support_need_profile
409,15,0,stronger_academic_profile
410,17,0,stronger_academic_profile
411,15,0,stronger_academic_profile
412,17,0,stronger_academic_profile
413,10,1,higher_academic_support_need_profile
414,15,0,stronger_academic_profile
415,11,1,higher_academic_support_need_profile
416,18,0,stronger_academic_profile
417,17,0,stronger_academic_profile
418,14,0,stronger_academic_profile
419,11,1,higher_academic_support_need_profile
420,17,0,stronger_academic_profile
421,10,1,higher_academic_support_need_profile
422,13,0,stronger_academic_profile
423,11,1,higher_academic_support_need_profile
424,12,0,stronger_academic_profile
425,10,1,higher_academic_support_need_profile
426,11,1,higher_academic_support_need_profile
427,17,0,stronger_academic_profile
428,9,1,higher_academic_support_need_profile
429,11,1,higher_academic_support_need_profile
430,11,0,stronger_academic_profile
431,10,1,higher_academic_support_need_profile
432,7,1,higher_academic_support_need_profile
433,14,0,stronger_academic_profile
434,11,0,stronger_academic_profile
435,10,1,higher_academic_support_need_profile
436,8,1,higher_academic_support_need_profile
437,12,1,higher_academic_support_need_profile
438,12,1,higher_academic_support_need_profile
439,16,0,stronger_academic_profile
440,0,1,higher_academic_support_need_profile
441,9,1,higher_academic_support_need_profile
442,14,0,stronger_academic_profile
443,8,1,higher_academic_support_need_profile
444,11,1,higher_academic_support_need_profile
445,9,1,higher_academic_support_need_profile
446,11,0,stronger_academic_profile
447,9,1,higher_academic_support_need_profile
448,17,0,stronger_academic_profile
449,13,1,higher_academic_support_need_profile
450,15,0,stronger_academic_profile
451,11,1,higher_academic_support_need_profile
452,11,1,higher_academic_support_need_profile
453,8,1,higher_academic_support_need_profile
454,8,1,higher_academic_support_need_profile
455,9,1,higher_academic_support_need_profile
456,15,0,stronger_academic_profile
457,11,1,higher_academic_support_need_profile
458,13,0,stronger_academic_profile
459,10,1,higher_academic_support_need_profile
460,11,1,higher_academic_support_need_profile
461,14,0,stronger_academic_profile
462,14,0,stronger_academic_profile
463,12,0,stronger_academic_profile
464,11,1,higher_academic_support_need_profile
465,8,1,higher_academic_support_need_profile
466,11,1,higher_academic_support_need_profile
467,14,0,stronger_academic_profile
468,13,0,stronger_academic_profile
469,13,0,stronger_academic_profile
470,12,0,stronger_academic_profile
471,12,1,higher_academic_support_need_profile
472,16,0,stronger_academic_profile
473,10,1,higher_academic_support_need_profile
474,11,1,higher_academic_support_need_profile
475,14,0,stronger_academic_profile
476,8,1,higher_academic_support_need_profile
477,11,1,higher_academic_support_need_profile
478,8,1,higher_academic_support_need_profile
479,10,1,higher_academic_support_need_profile
480,10,1,higher_academic_support_need_profile
481,11,1,higher_academic_support_need_profile
482,9,1,higher_academic_support_need_profile
483,11,1,higher_academic_support_need_profile
484,8,1,higher_academic_support_need_profile
485,11,1,higher_academic_support_need_profile
486,10,1,higher_academic_support_need_profile
487,10,1,higher_academic_support_need_profile
488,9,1,higher_academic_support_need_profile
489,10,1,higher_academic_support_need_profile
490,10,1,higher_academic_support_need_profile
491,9,1,higher_academic_support_need_profile
492,10,1,higher_academic_support_need_profile
493,10,1,higher_academic_support_need_profile
494,9,1,higher_academic_support_need_profile
495,13,0,stronger_academic_profile
496,14,0,stronger_academic_profile
497,10,0,stronger_academic_profile
498,14,0,stronger_academic_profile
499,16,0,stronger_academic_profile
500,7,1,higher_academic_support_need_profile
501,13,0,stronger_academic_profile
502,9,1,higher_academic_support_need_profile
503,14,0,stronger_academic_profile
504,13,0,stronger_academic_profile
505,11,1,higher_academic_support_need_profile
506,10,1,higher_academic_support_need_profile
507,10,0,stronger_academic_profile
508,9,1,higher_academic_support_need_profile
509,18,0,stronger_academic_profile
510,17,0,stronger_academic_profile
511,10,1,higher_academic_support_need_profile
512,7,1,higher_academic_support_need_profile
513,8,1,higher_academic_support_need_profile
514,7,1,higher_academic_support_need_profile
515,10,1,higher_academic_support_need_profile
516,16,0,stronger_academic_profile
517,15,0,stronger_academic_profile
518,8,1,higher_academic_support_need_profile
519,0,1,higher_academic_support_need_profile
520,8,1,higher_academic_support_need_profile
521,10,1,higher_academic_support_need_profile
522,8,1,higher_academic_support_need_profile
523,6,1,higher_academic_support_need_profile
524,8,1,higher_academic_support_need_profile
525,16,0,stronger_academic_profile
526,14,0,stronger_academic_profile
527,10,1,higher_academic_support_need_profile
528,9,1,higher_academic_support_need_profile
529,11,1,higher_academic_support_need_profile
530,9,1,higher_academic_support_need_profile
531,10,1,higher_academic_support_need_profile
532,8,1,higher_academic_support_need_profile
533,16,0,stronger_academic_profile
534,12,1,higher_academic_support_need_profile
535,10,1,higher_academic_support_need_profile
536,14,0,stronger_academic_profile
537,12,1,higher_academic_support_need_profile
538,11,0,stronger_academic_profile
539,10,1,higher_academic_support_need_profile
540,11,1,higher_academic_support_need_profile
541,11,1,higher_academic_support_need_profile
542,12,0,stronger_academic_profile
543,8,1,higher_academic_support_need_profile
544,12,1,higher_academic_support_need_profile
545,8,1,higher_academic_support_need_profile
546,16,0,stronger_academic_profile
547,11,1,higher_academic_support_need_profile
548,11,1,higher_academic_support_need_profile
549,18,0,stronger_academic_profile
550,13,0,stronger_academic_profile
551,13,0,stronger_academic_profile
552,10,1,higher_academic_support_need_profile
553,12,1,higher_academic_support_need_profile
554,10,1,higher_academic_support_need_profile
555,13,0,stronger_academic_profile
556,11,1,higher_academic_support_need_profile
557,10,1,higher_academic_support_need_profile
558,10,1,higher_academic_support_need_profile
559,13,1,higher_academic_support_need_profile
560,10,1,higher_academic_support_need_profile
561,10,1,higher_academic_support_need_profile
562,12,0,stronger_academic_profile
563,0,1,higher_academic_support_need_profile
564,10,1,higher_academic_support_need_profile
565,9,1,higher_academic_support_need_profile
566,9,1,higher_academic_support_need_profile
567,0,1,higher_academic_support_need_profile
568,9,1,higher_academic_support_need_profile
569,8,1,higher_academic_support_need_profile
570,8,1,higher_academic_support_need_profile
571,9,1,higher_academic_support_need_profile
572,7,1,higher_academic_support_need_profile
573,10,1,higher_academic_support_need_profile
574,10,1,higher_academic_support_need_profile
575,10,1,higher_academic_support_need_profile
576,11,1,higher_academic_support_need_profile
577,11,1,higher_academic_support_need_profile
578,10,1,higher_academic_support_need_profile
579,9,1,higher_academic_support_need_profile
580,10,1,higher_academic_support_need_profile
581,8,1,higher_academic_support_need_profile
582,7,1,higher_academic_support_need_profile
583,0,1,higher_academic_support_need_profile
584,11,1,higher_academic_support_need_profile
585,8,1,higher_academic_support_need_profile
586,0,1,higher_academic_support_need_profile
587,8,1,higher_academic_support_need_profile
588,9,1,higher_academic_support_need_profile
589,10,1,higher_academic_support_need_profile
590,7,1,higher_academic_support_need_profile
591,14,0,stronger_academic_profile
592,13,1,higher_academic_support_need_profile
593,14,0,stronger_academic_profile
594,18,0,stronger_academic_profile
595,17,0,stronger_academic_profile
596,18,0,stronger_academic_profile
597,0,1,higher_academic_support_need_profile
598,11,1,higher_academic_support_need_profile
599,14,0,stronger_academic_profile
600,14,0,stronger_academic_profile
601,10,1,higher_academic_support_need_profile
602,13,0,stronger_academic_profile
603,0,1,higher_academic_support_need_profile
604,10,1,higher_academic_support_need_profile
605,0,1,higher_academic_support_need_profile
606,18,0,stronger_academic_profile
607,12,1,higher_academic_support_need_profile
608,11,1,higher_academic_support_need_profile
609,12,0,stronger_academic_profile
610,0,1,higher_academic_support_need_profile
611,15,0,stronger_academic_profile
612,11,1,higher_academic_support_need_profile
613,10,1,higher_academic_support_need_profile
614,12,0,stronger_academic_profile
615,15,0,stronger_academic_profile
616,14,0,stronger_academic_profile
617,18,0,stronger_academic_profile
618,15,0,stronger_academic_profile
619,13,0,stronger_academic_profile
620,15,0,stronger_academic_profile
621,13,0,stronger_academic_profile
622,9,1,higher_academic_support_need_profile
623,16,0,stronger_academic_profile
624,9,1,higher_academic_support_need_profile
625,10,1,higher_academic_support_need_profile
626,0,1,higher_academic_support_need_profile
627,10,1,higher_academic_support_need_profile
628,12,1,higher_academic_support_need_profile
629,9,1,higher_academic_support_need_profile
630,17,0,stronger_academic_profile
631,12,0,stronger_academic_profile
632,9,1,higher_academic_support_need_profile
633,14,0,stronger_academic_profile
634,16,0,stronger_academic_profile
635,9,1,higher_academic_support_need_profile
636,19,0,stronger_academic_profile
637,0,1,higher_academic_support_need_profile
638,16,0,stronger_academic_profile
639,0,1,higher_academic_support_need_profile
640,0,1,higher_academic_support_need_profile
641,15,0,stronger_academic_profile
642,11,1,higher_academic_support_need_profile
643,10,1,higher_academic_support_need_profile
644,10,1,higher_academic_support_need_profile
645,16,0,stronger_academic_profile
646,9,0,stronger_academic_profile
647,10,1,higher_academic_support_need_profile
648,11,1,higher_academic_support_need_profile
